96_oto_tray_barcode,96_oto_tray_position,48_DWP_tray_barcode,48_DWP_tray_position,box_number,oto_broken,oto_side,comment,Date,Initials
50982,11,16169,H2,,,LEFT,,8/11/2021,JB
50982,12,16169,H2,,,LEFT,,8/11/2021,JB
50982,13,16169,E3,,,LEFT,,8/11/2021,JB
50982,14,16169,H3,,,LEFT,,8/11/2021,JB
50982,15,16169,A4,,,LEFT,,8/11/2021,JB
50982,16,16169,B4,,,LEFT,,8/11/2021,JB
50982,17,16169,D4,,,LEFT,,8/11/2021,JB
50982,18,16169,A5,,,LEFT,,8/11/2021,JB
50982,19,16169,C5,,,LEFT,,8/11/2021,JB
50982,20,16169,C5,,,LEFT,,8/11/2021,JB
50982,21,16169,C5,,,LEFT,,8/11/2021,JB
50982,22,14321,E2,,,LEFT,,8/11/2021,JB
50982,23,14321,F2,,,LEFT,,8/11/2021,JB
50982,24,14321,G2,,,LEFT,,8/11/2021,JB
50982,25,14321,H2,,,LEFT,,8/11/2021,JB
50982,26,14321,E3,,,LEFT,,8/11/2021,JB
50982,27,14321,F3,,,LEFT,,8/11/2021,JB
50982,28,14321,H3,,,LEFT,,8/11/2021,JB
50982,29,14321,E4,,,LEFT,,8/11/2021,JB
50982,30,14321,F4,,,LEFT,,8/11/2021,JB
50982,31,14321,G4,,,LEFT,,8/11/2021,JB
50982,32,14461,B1,,,LEFT,L and R otos in 48 dwp possibly don’t match,8/11/2021,JB
50982,33,14461,C1,,,LEFT,,8/11/2021,JB
50982,34,14461,D1,,,LEFT,,8/11/2021,JB
50982,35,14461,E1,,,LEFT,,8/11/2021,JB
50982,36,14461,G1,,,LEFT,,8/11/2021,JB
50982,37,14461,A2,,,LEFT,L and R otos in 48 dwp possibly don’t match,8/11/2021,JB
50982,38,14461,B2,,,LEFT,,8/11/2021,JB
50982,39,14461,D2,,,LEFT,,8/11/2021,JB
50982,40,14461,F2,,,LEFT,,8/11/2021,JB
50982,41,14461,G2,,,LEFT,,8/11/2021,JB
50982,42,14461,H2,,,LEFT,,8/11/2021,JB
50982,43,14461,B3,,,LEFT,,8/11/2021,JB
50982,44,14461,C3,,,LEFT,,8/11/2021,JB
50982,45,14461,C3,,,LEFT,,8/11/2021,JB
50982,46,14461,D3,,,LEFT,,8/11/2021,JB
50982,47,14461,E3,,,LEFT,,8/11/2021,JB
50982,48,14461,F3,,,LEFT,,8/11/2021,JB
50982,49,14461,H3,,,LEFT,,8/11/2021,JB
50982,50,14461,G4,,,LEFT,L and R otos in 48 dwp possibly don’t match,8/11/2021,JB
50982,51,14461,H4,,,LEFT,,8/11/2021,JB
50982,52,14461,A5,,,LEFT,,8/11/2021,JB
50982,53,14461,B5,,,LEFT,,8/11/2021,JB
50982,54,14461,B5,,,LEFT,,8/11/2021,JB
50982,55,14461,B5,,,LEFT,,8/11/2021,JB
50982,56,14461,F5,,TRUE,LEFT,,8/11/2021,JB
50982,57,14461,F5,,,LEFT,,8/11/2021,JB
50982,58,14461,F5,,,LEFT,,8/11/2021,JB
50982,59,14461,G5,,,LEFT,,8/11/2021,JB
50982,60,14403,B2,,,LEFT,L and R otos in 48 dwp possibly don’t match,8/11/2021,JB
50982,61,14403,D2,,,LEFT,,8/11/2021,JB
50982,62,14403,D2,,,LEFT,,8/11/2021,JB
50982,63,14403,F2,,,LEFT,,8/11/2021,JB
50982,64,14403,H2,,,LEFT,,8/11/2021,JB
50982,65,14403,B3,,,LEFT,,8/11/2021,JB
50982,66,14414,A2,,,LEFT,,8/11/2021,JB
50982,67,14414,B2,,,LEFT,,8/11/2021,JB
50982,68,14414,C2,,,LEFT,,8/11/2021,JB
50982,69,14414,G2,,,LEFT,,8/11/2021,JB
50982,70,14414,C3,,TRUE,LEFT,,8/11/2021,JB
50982,71,14414,C3,,TRUE,LEFT,,8/11/2021,JB
50982,72,14414,D3,,,LEFT,L and R otos in 48 dwp possibly don’t match,8/11/2021,JB
50982,73,14414,E3,,,LEFT,,8/11/2021,JB
50982,74,14414,E3,,TRUE,LEFT,,8/11/2021,JB
50982,75,14414,F3,,,LEFT,,8/11/2021,JB
50982,76,14414,G3,,,LEFT,,8/11/2021,JB
50982,77,14414,H3,,,LEFT,,8/11/2021,JB
50982,78,14414,H3,,TRUE,LEFT,,8/11/2021,JB
50982,79,14414,B4,,,UNK,,8/11/2021,JB
50982,80,14414,C4,,,LEFT,,8/11/2021,JB
50982,81,14414,D4,,,LEFT,,8/11/2021,JB
50982,82,14414,E4,,,LEFT,,8/11/2021,JB
50982,83,14414,F4,,,LEFT,,8/11/2021,JB
50982,84,14414,A5,,,LEFT,,8/11/2021,JB
50982,85,14414,B5,,TRUE,LEFT,,8/11/2021,JB
50982,86,14414,D5,,,LEFT,,8/11/2021,JB
50982,87,14414,E5,,,LEFT,L and R otos in 48 dwp possibly don’t match,8/11/2021,JB
50982,88,14414,F5,,,LEFT,,8/11/2021,JB
50982,89,14437,B2,,,LEFT,L and R otos in 48 dwp possibly don’t match,8/11/2021,JB
50982,90,14437,C2,,,LEFT,,8/11/2021,JB
50982,91,14437,E2,,,LEFT,,8/11/2021,JB
50982,92,14437,F2,,,LEFT,,8/11/2021,JB
50982,93,14437,G2,,,LEFT,,8/11/2021,JB
50982,94,14437,H2,,,LEFT,,8/11/2021,JB
50982,95,14437,H2,,TRUE,LEFT,,8/11/2021,JB
50982,96,NTC,NTC,,,,,8/11/2021,JB
50933,1,14437,B3,,,LEFT,,8/11/2021,JB
50933,2,14437,C3,,TRUE,LEFT,L and R otos in 48 dwp possibly don’t match,8/11/2021,JB
50933,3,14437,F3,,,LEFT,,8/11/2021,JB
50933,4,14437,F3,,,LEFT,,8/11/2021,JB
50933,5,14437,G3,,,LEFT,,8/11/2021,JB
50933,6,14437,G4,,,LEFT,,8/11/2021,JB
50933,7,14437,B5,,,LEFT,,8/11/2021,JB
50933,8,14437,D5,,TRUE,LEFT,,8/11/2021,JB
50933,9,14437,E5,,,LEFT,,8/11/2021,JB
50933,10,14437,E5,,,UNK,,8/11/2021,JB
50933,11,14437,F5,,,LEFT,,8/11/2021,JB
50933,12,14437,G5,,,LEFT,L and R otos in 48 dwp possibly don’t match,8/11/2021,JB
50933,13,14437,H5,,,LEFT,,8/11/2021,JB
50933,14,14338,A1,,TRUE,LEFT,,8/18/2021,BA
50933,15,14338,D1,,,LEFT,,8/18/2021,BA
50933,16,14338,E1,,,LEFT,,8/18/2021,BA
50933,17,14338,F1,,TRUE,LEFT,,8/18/2021,BA
50933,18,14338,G1,,,LEFT,,8/18/2021,BA
50933,19,14338,H1,,TRUE,LEFT,,8/18/2021,BA
50933,20,14338,A2,,TRUE,LEFT,,8/18/2021,BA
50933,21,14338,B2,,TRUE,LEFT,,8/18/2021,BA
50933,22,14338,E2,,,LEFT,,8/18/2021,BA
50933,23,14338,G2,,TRUE,LEFT,,8/18/2021,BA
50933,24,14338,H2,,,LEFT,,8/18/2021,BA
50933,25,14338,C3,,,LEFT,,8/18/2021,BA
50933,26,14338,D3,,,LEFT,,8/18/2021,BA
50933,27,14338,D3,,TRUE,UNK,,8/18/2021,BA
50933,28,14338,D3,,TRUE,UNK,,8/18/2021,BA
50933,29,14338,E3,,,LEFT,,8/18/2021,BA
50933,30,14338,F3,,,LEFT,,8/18/2021,BA
50933,31,14338,G3,,,LEFT,,8/18/2021,BA
50933,32,14338,A4,,,LEFT,,8/18/2021,BA
50933,33,14338,B4,,,LEFT,,8/18/2021,BA
50933,34,14338,C4,,,LEFT,,8/18/2021,BA
50933,35,14338,E4,,,UNK,,8/18/2021,BA
50933,36,14338,F4,,TRUE,LEFT,,8/18/2021,BA
50933,37,14338,G4,,,LEFT,,8/18/2021,BA
50933,38,14338,G4,,,UNK,,8/18/2021,BA
50933,39,14338,A5,,,LEFT,L and R otos in 48 dwp possibly don’t match,8/18/2021,BA
50933,40,14338,C5,,,LEFT,,8/18/2021,BA
50933,41,14338,D5,,,LEFT,,8/18/2021,BA
50933,42,14338,E5,,,LEFT,,8/18/2021,BA
50933,43,14440,B1,,,LEFT,,8/18/2021,BA
50933,44,14440,C1,,,LEFT,,8/18/2021,BA
50933,45,14440,D1,,,LEFT,,8/18/2021,BA
50933,46,14440,E1,,,LEFT,,8/18/2021,BA
50933,47,14440,F1,,TRUE,LEFT,,8/18/2021,BA
50933,48,14440,A2,,,LEFT,,8/18/2021,BA
50933,49,14440,B2,,,LEFT,,8/18/2021,BA
50933,50,14440,B2,,,UNK,,8/18/2021,BA
50933,51,14440,C2,,,LEFT,,8/18/2021,BA
50933,52,14440,F2,,,LEFT,,8/18/2021,BA
50933,53,14440,G2,,,LEFT,,8/18/2021,BA
50933,54,14440,A3,,,LEFT,,8/18/2021,BA
50933,55,14440,D3,,,LEFT,,8/18/2021,BA
50933,56,14440,D3,,,LEFT,,8/18/2021,BA
50933,57,14440,F3,,,LEFT,,8/18/2021,BA
50933,58,14440,C4,,,LEFT,,8/18/2021,BA
50933,59,14440,F4,,,LEFT,,8/18/2021,BA
50933,60,14440,G4,,,LEFT,,8/18/2021,BA
50933,61,14440,B5,,,LEFT,,8/18/2021,BA
50933,62,14440,D5,,,LEFT,,8/18/2021,BA
50933,63,14440,D5,,,LEFT,,8/18/2021,BA
50933,64,14440,G5,,,LEFT,,8/18/2021,BA
50933,65,14440,A6,,,LEFT,,8/18/2021,BA
50933,66,14440,B6,,,LEFT,,8/18/2021,BA
50933,67,14440,C6,,,LEFT,,8/18/2021,BA
50933,68,14440,C6,,,LEFT,,8/18/2021,BA
50933,69,14440,D6,,,LEFT,,8/18/2021,BA
50933,70,14440,E6,,,LEFT,,8/18/2021,BA
50933,71,14440,E6,,,LEFT,,8/18/2021,BA
50933,72,14440,F6,,,LEFT,,8/18/2021,BA
50933,73,14440,G6,,TRUE,LEFT,,8/18/2021,BA
50933,74,16082,B1,,,LEFT,,8/18/2021,BA
50933,75,16082,C1,,,LEFT,,8/18/2021,BA
50933,76,16082,D1,,,LEFT,,8/18/2021,BA
50933,77,16082,A2,,,LEFT,,8/18/2021,BA
50933,78,16082,B2,,,LEFT,L and R otos in 48 dwp possibly don’t match,8/18/2021,BA
50933,79,16082,C2,,,LEFT,,8/18/2021,BA
50933,80,16082,D2,,,LEFT,,8/18/2021,BA
50933,81,16082,E2,,,LEFT,,8/18/2021,BA
50933,82,16082,F2,,,LEFT,,8/18/2021,BA
50933,83,16082,G2,,,LEFT,,8/18/2021,BA
50933,84,16082,H2,,,UNK,,8/18/2021,BA
50933,85,16082,B3,,,LEFT,,8/18/2021,BA
50933,86,16082,E3,,,LEFT,,8/18/2021,BA
50933,87,16082,F3,,,LEFT,,8/18/2021,BA
50933,88,16082,G3,,,LEFT,,8/18/2021,BA
50933,89,16082,H3,,TRUE,LEFT,,8/18/2021,BA
50933,90,16082,A4,,,UNK,,8/18/2021,BA
50933,91,16082,D4,,,LEFT,,8/18/2021,BA
50933,92,16082,E4,,,LEFT,,8/18/2021,BA
50933,93,16082,F4,,,LEFT,,8/18/2021,BA
50933,94,16082,G4,,,LEFT,,8/18/2021,BA
50933,95,16082,B5,,,LEFT,,8/18/2021,BA
50933,96,NTC,NTC,,,,,8/18/2021,BA
50950,1,16082,C5,,,LEFT,,8/18/2021,BA
50950,2,16082,D5,,,LEFT,,8/18/2021,BA
50950,3,16082,G5,,,LEFT,,8/18/2021,BA
50950,4,16082,H5,,,LEFT,,8/18/2021,BA
50950,5,16082,B6,,,LEFT,,8/18/2021,BA
50950,6,16082,C6,,,LEFT,,8/18/2021,BA
50950,7,16082,D6,,,LEFT,,8/18/2021,BA
50950,8,16082,G6,,,LEFT,,8/18/2021,BA
50950,9,16082,H6,,,LEFT,,8/18/2021,BA
50950,10,22592,C1,,,LEFT,,8/18/2021,BA
50950,11,22592,D1,,,UNK,,8/18/2021,BA
50950,12,22592,E1,,,LEFT,,8/18/2021,BA
50950,13,22592,F1,,,LEFT,,8/18/2021,BA
50950,14,22592,A2,,,LEFT,,8/18/2021,BA
50950,15,22592,D2,,,LEFT,,8/18/2021,BA
50950,16,22592,E2,,,LEFT,,8/18/2021,BA
50950,17,22592,F2,,,LEFT,,8/18/2021,BA
50950,18,22592,G2,,,LEFT,,8/18/2021,BA
50950,19,22592,H2,,,UNK,,8/18/2021,BA
50950,20,22592,C3,,,LEFT,,8/18/2021,BA
50950,21,22592,H3,,,LEFT,,8/18/2021,BA
50950,22,22592,A4,,,LEFT,,8/18/2021,BA
50950,23,22592,F4,,,LEFT,,8/18/2021,BA
50950,24,22592,G4,,,LEFT,,8/18/2021,BA
50950,25,22592,H4,,,LEFT,,8/18/2021,BA
50950,26,22592,A5,,,LEFT,,8/18/2021,BA
50950,27,22592,B5,,,LEFT,,8/18/2021,BA
50950,28,22592,C5,,,LEFT,,8/18/2021,BA
50950,29,22592,E5,,,LEFT,,8/18/2021,BA
50950,30,22592,F5,,,LEFT,,8/18/2021,BA
50950,31,22592,G5,,TRUE,LEFT,,8/18/2021,BA
50950,32,22592,H5,,,LEFT,,8/18/2021,BA
50950,33,22592,A6,,,LEFT,,8/18/2021,BA
50950,34,22592,H6,,,LEFT,,8/18/2021,BA
50950,35,22747,A2,,,LEFT,,8/18/2021,BA
50950,36,22747,B2,,,LEFT,,8/18/2021,BA
50950,37,22747,C2,,,LEFT,,8/18/2021,BA
50950,38,22747,D2,,,LEFT,,8/18/2021,BA
50950,39,22747,E2,,,LEFT,,8/18/2021,BA
50950,40,22747,F2,,,LEFT,,8/18/2021,BA
50950,41,22747,G2,,,LEFT,,8/18/2021,BA
50950,42,22747,B3,,,LEFT,,8/18/2021,BA
50950,43,22747,F3,,,LEFT,,8/18/2021,BA
50950,44,22747,G3,,TRUE,LEFT,,8/18/2021,BA
50950,45,22747,A4,,,LEFT,,8/18/2021,BA
50950,46,22747,B4,,,LEFT,,8/18/2021,BA
50950,47,22747,C4,,,LEFT,,8/18/2021,BA
50950,48,22747,D4,,,LEFT,,8/18/2021,BA
50950,49,22747,A5,,,LEFT,,8/18/2021,BA
50950,50,22747,B5,,,LEFT,,8/18/2021,BA
50950,51,22747,C5,,,LEFT,,8/18/2021,BA
50950,52,22747,D5,,,LEFT,,8/18/2021,BA
50950,53,22747,E5,,,LEFT,,8/18/2021,BA
50950,54,22747,F5,,,LEFT,,8/18/2021,BA
50950,55,22747,G5,,,LEFT,,8/18/2021,BA
50950,56,22747,H5,,,LEFT,,8/18/2021,BA
50950,57,22747,A6,,,LEFT,,8/18/2021,BA
50950,58,22747,B6,,,LEFT,,8/18/2021,BA
50950,59,22747,C6,,,LEFT,,8/18/2021,BA
50950,60,22747,D6,,,LEFT,,8/18/2021,BA
50950,61,22684,B1,,,LEFT,,8/18/2021,BA
50950,62,22684,C1,,,LEFT,,8/18/2021,BA
50950,63,22684,E1,,,LEFT,,8/18/2021,BA
50950,64,22684,F1,,,LEFT,,8/18/2021,BA
50950,65,22684,B2,,,LEFT,,8/18/2021,BA
50950,66,22684,C2,,,LEFT,,8/18/2021,BA
50950,67,22684,E2,,,LEFT,,8/18/2021,BA
50950,68,22684,E2,,,LEFT,,8/18/2021,BA
50950,69,22684,F2,,,LEFT,,8/18/2021,BA
50950,70,22684,G2,,,LEFT,,8/18/2021,BA
50950,71,22684,H2,,,LEFT,L and R otos in 48 dwp possibly don’t match,8/18/2021,BA
50950,72,22684,A3,,,LEFT,,8/18/2021,BA
50950,73,22684,A3,,,LEFT,,8/18/2021,BA
50950,74,22684,B3,,,LEFT,,8/18/2021,BA
50950,75,22684,F3,,,LEFT,,8/18/2021,BA
50950,76,22684,G3,,,LEFT,,8/18/2021,BA
50950,77,22684,H3,,,LEFT,,8/18/2021,BA
50950,78,22684,H4,,,LEFT,,8/18/2021,BA
50950,79,22684,A5,,,LEFT,,8/18/2021,BA
50950,80,22684,E5,,,UNK,,8/18/2021,BA
50950,81,22684,G5,,,LEFT,,8/18/2021,BA
50950,82,22684,H5,,TRUE,LEFT,,8/18/2021,BA
50950,83,22684,C6,,,LEFT,,8/18/2021,BA
50950,84,22684,D6,,,LEFT,,8/18/2021,BA
50950,85,22684,E6,,,LEFT,,8/18/2021,BA
50950,86,22684,F6,,,LEFT,,8/18/2021,BA
50950,87,22684,G6,,,LEFT,L and R otos in 48 dwp possibly don’t match,8/18/2021,BA
50950,88,22684,H6,,,LEFT,,8/18/2021,BA
50950,89,22564,D1,,,LEFT,,8/18/2021,BA
50950,90,22564,E1,,,LEFT,,8/18/2021,BA
50950,91,22564,G1,,,LEFT,,8/18/2021,BA
50950,92,22564,C2,,,LEFT,,8/18/2021,BA
50950,93,22564,D2,,,LEFT,,8/18/2021,BA
50950,94,22564,E2,,,LEFT,,8/18/2021,BA
50950,95,22564,F2,,,LEFT,,8/18/2021,BA
50950,96,NTC,NTC,,,,,8/18/2021,BA
50952,1,22564,G2,,,LEFT,,8/18/2021,BA
50952,2,22564,A3,,,LEFT,,8/18/2021,BA
50952,3,22564,B3,,,LEFT,,8/18/2021,BA
50952,4,22564,C3,,,LEFT,,8/18/2021,BA
50952,5,22564,E3,,,LEFT,,8/18/2021,BA
50952,6,22564,E3,,,LEFT,,8/18/2021,BA
50952,7,22564,E3,,,LEFT,,8/18/2021,BA
50952,8,22564,E3,,,LEFT,,8/18/2021,BA
50952,9,22564,F3,,,LEFT,,8/18/2021,BA
50952,10,22564,G3,,,LEFT,,8/18/2021,BA
50952,11,22564,H3,,,LEFT,,8/18/2021,BA
50952,12,22564,A4,,,LEFT,,8/18/2021,BA
50952,13,22564,B4,,,LEFT,,8/18/2021,BA
50952,14,22564,C4,,,LEFT,,8/18/2021,BA
50952,15,22564,G4,,,LEFT,,8/18/2021,BA
50952,16,22564,H4,,,LEFT,,8/18/2021,BA
50952,17,22564,B5,,,LEFT,,8/18/2021,BA
50952,18,22564,C5,,,LEFT,,8/18/2021,BA
50952,19,22564,D5,,,LEFT,,8/18/2021,BA
50952,20,22564,E5,,,LEFT,,8/18/2021,BA
50952,21,22564,F5,,,LEFT,,8/18/2021,BA
50952,22,22564,G5,,,LEFT,,8/18/2021,BA
50952,23,22564,H5,,,LEFT,,8/18/2021,BA
50952,24,22564,A6,,,LEFT,,8/18/2021,BA
50952,25,22564,B6,,,LEFT,,8/18/2021,BA
50952,26,22564,C6,,,LEFT,L and R otos in 48 dwp possibly don’t match,8/18/2021,BA
50952,27,22564,E6,,,LEFT,,8/18/2021,BA
50952,28,22564,F6,,,LEFT,,8/18/2021,BA
50952,29,15854,A2,,,LEFT,,8/18/2021,JWC
50952,30,15854,B2,,TRUE,LEFT,,8/18/2021,JWC
50952,31,15854,C2,,,LEFT,,8/18/2021,JWC
50952,32,15854,D2,,,LEFT,,8/18/2021,JWC
50952,33,15854,F2,,,UNK,,8/18/2021,JWC
50952,34,15854,G2,,,LEFT,,8/18/2021,JWC
50952,35,15854,H2,,,LEFT,,8/18/2021,JWC
50952,36,15854,B3,,,LEFT,,8/18/2021,JWC
50952,37,15854,C3,,,UNK,,8/18/2021,JWC
50952,38,15854,G3,,TRUE,LEFT,,8/18/2021,JWC
50952,39,15854,G3,,,LEFT,,8/18/2021,JWC
50952,40,15854,A4,,,LEFT,,8/18/2021,JWC
50952,41,15854,A4,,,LEFT,,8/18/2021,JWC
50952,42,15854,B4,,TRUE,UNK,,8/18/2021,JWC
50952,43,15854,B4,,,UNK,,8/18/2021,JWC
50952,44,15854,C4,,,LEFT,,8/18/2021,JWC
50952,45,15854,F4,,,LEFT,L and R otos in 48 dwp possibly don’t match,8/18/2021,JWC
50952,46,15854,G4,,,LEFT,,8/18/2021,JWC
50952,47,15854,G4,,,LEFT,,8/18/2021,JWC
50952,48,15854,A5,,,LEFT,,8/18/2021,JWC
50952,49,15854,B5,,,LEFT,,8/18/2021,JWC
50952,50,15854,C5,,,LEFT,,8/18/2021,JWC
50952,51,15854,D5,,,LEFT,,8/18/2021,JWC
50952,52,15854,D5,,,LEFT,,8/18/2021,JWC
50952,53,15854,D5,,,LEFT,,8/18/2021,JWC
50952,54,15854,E5,,,LEFT,,8/18/2021,JWC
50952,55,15854,F5,,,LEFT,,8/18/2021,JWC
50952,56,15854,F5,,,UNK,,8/18/2021,JWC
50952,57,15854,G5,,,LEFT,,8/18/2021,JWC
50952,58,22596,A1,,,LEFT,,8/18/2021,JWC
50952,59,22596,B1,,,LEFT,,8/18/2021,JWC
50952,60,22596,E1,,,LEFT,,8/18/2021,JWC
50952,61,22596,F1,,,LEFT,,8/18/2021,JWC
50952,62,22596,G1,,,LEFT,,8/18/2021,JWC
50952,63,22596,H1,,,LEFT,,8/18/2021,JWC
50952,64,22596,G2,,,LEFT,,8/18/2021,JWC
50952,65,22596,H2,,,LEFT,,8/18/2021,JWC
50952,66,22596,B4,,,LEFT,,8/18/2021,JWC
50952,67,22596,F4,,,LEFT,,8/18/2021,JWC
50952,68,22596,A5,,,LEFT,,8/18/2021,JWC
50952,69,22596,B5,,,LEFT,,8/18/2021,JWC
50952,70,22596,D5,,,LEFT,,8/18/2021,JWC
50952,71,22596,F5,,,LEFT,,8/18/2021,JWC
50952,72,22596,F5,,,LEFT,,8/18/2021,JWC
50952,73,22596,F5,,,LEFT,,8/18/2021,JWC
50952,74,22596,G5,,,LEFT,,8/18/2021,JWC
50952,75,22596,H5,,,LEFT,,8/18/2021,JWC
50952,76,22596,A6,,,LEFT,,8/18/2021,JWC
50952,77,22596,B6,,,UNK,,8/18/2021,JWC
50952,78,22596,B6,,,UNK,,8/18/2021,JWC
50952,79,22596,C6,,,LEFT,,8/18/2021,JWC
50952,80,22596,D6,,,LEFT,,8/18/2021,JWC
50952,81,22596,E6,,,LEFT,,8/18/2021,JWC
50952,82,22596,F6,,,LEFT,,8/18/2021,JWC
50952,83,22596,G6,,,LEFT,,8/18/2021,JWC
50952,84,22757,B2,,TRUE,LEFT,,8/18/2021,JWC
50952,85,22757,C2,,,LEFT,,8/18/2021,JWC
50952,86,22757,D2,,,LEFT,,8/18/2021,JWC
50952,87,22757,E2,,,LEFT,,8/18/2021,JWC
50952,88,22757,F2,,,LEFT,,8/18/2021,JWC
50952,89,22757,G2,,,LEFT,,8/18/2021,JWC
50952,90,22757,H2,,,LEFT,,8/18/2021,JWC
50952,91,22757,A3,,,LEFT,,8/18/2021,JWC
50952,92,22757,B3,,,LEFT,,8/18/2021,JWC
50952,93,22757,C3,,,LEFT,,8/18/2021,JWC
50952,94,22757,G3,,,LEFT,,8/18/2021,JWC
50952,95,22757,H3,,,UNK,,8/18/2021,JWC
50952,96,NTC,NTC,,,,,8/18/2021,JWC
50951,1,22757,A4,,,LEFT,,8/18/2021,JWC
50951,2,22757,B4,,,LEFT,,8/18/2021,JWC
50951,3,22757,C4,,,LEFT,,8/18/2021,JWC
50951,4,22757,D4,,,LEFT,,8/18/2021,JWC
50951,5,22757,E4,,,LEFT,,8/18/2021,JWC
50951,6,22757,G4,,,LEFT,,8/18/2021,JWC
50951,7,22757,H4,,,LEFT,,8/18/2021,JWC
50951,8,22757,A5,,,LEFT,,8/18/2021,JWC
50951,9,22757,B5,,,LEFT,,8/18/2021,JWC
50951,10,22757,D5,,,LEFT,,8/18/2021,JWC
50951,11,22757,E5,,,LEFT,,8/18/2021,JWC
50951,12,22757,F5,,,LEFT,,8/18/2021,JWC
50951,13,22757,G5,,,LEFT,,8/18/2021,JWC
50951,14,22757,H5,,,LEFT,,8/18/2021,JWC
50951,15,22563,A2,,,LEFT,L and R otos in 48 dwp possibly don’t match,8/19/2021,JB
50951,16,22563,B2,,,LEFT,,8/19/2021,JB
50951,17,22563,C2,,TRUE,LEFT,,8/19/2021,JB
50951,18,22563,C2,,,LEFT,,8/19/2021,JB
50951,19,22563,F2,,,LEFT,,8/19/2021,JB
50951,20,22563,A3,,,LEFT,,8/19/2021,JB
50951,21,22563,B3,,,LEFT,,8/19/2021,JB
50951,22,22563,B3,,TRUE,LEFT,,8/19/2021,JB
50951,23,22563,C3,,,UNK,,8/19/2021,JB
50951,24,22563,C3,,,UNK,,8/19/2021,JB
50951,25,22563,D3,,,LEFT,,8/19/2021,JB
50951,26,22563,E3,,,LEFT,,8/19/2021,JB
50951,27,22563,F3,,,LEFT,,8/19/2021,JB
50951,28,22563,G3,,,LEFT,,8/19/2021,JB
50951,29,22563,D4,,TRUE,LEFT,,8/19/2021,JB
50951,30,22563,H4,,,UNK,,8/19/2021,JB
50951,31,22563,A5,,,LEFT,,8/19/2021,JB
50951,32,22563,B5,,,LEFT,,8/19/2021,JB
50951,33,22563,F5,,,LEFT,,8/19/2021,JB
50951,34,22563,G5,,,LEFT,,8/19/2021,JB
50951,35,22563,H5,,,LEFT,,8/19/2021,JB
50951,36,22627,B2,,,LEFT,,8/19/2021,JB
50951,37,22627,C1,,,LEFT,,8/19/2021,JB
50951,38,22627,D1,,,LEFT,L and R otos in 48 dwp possibly don’t match,8/19/2021,JB
50951,39,22627,E1,,,LEFT,,8/19/2021,JB
50951,40,22627,F1,,,LEFT,,8/19/2021,JB
50951,41,22627,G1,,,LEFT,,8/19/2021,JB
50951,42,22627,A2,,,LEFT,,8/19/2021,JB
50951,43,22627,B2,,,LEFT,,8/19/2021,JB
50951,44,22627,B2,,,LEFT,,8/19/2021,JB
50951,45,22627,B2,,,UNK,,8/19/2021,JB
50951,46,22627,F2,,,LEFT,,8/19/2021,JB
50951,47,22627,H2,,,LEFT,,8/19/2021,JB
50951,48,22627,A3,,,LEFT,,8/19/2021,JB
50951,49,22627,B3,,,LEFT,,8/19/2021,JB
50951,50,22627,C3,,TRUE,LEFT,,8/19/2021,JB
50951,51,22627,C3,,,LEFT,,8/19/2021,JB
50951,52,22627,H3,,,LEFT,,8/19/2021,JB
50951,53,22627,A4,,,LEFT,,8/19/2021,JB
50951,54,22627,B4,,,LEFT,,8/19/2021,JB
50951,55,22627,G4,,,LEFT,,8/19/2021,JB
50951,56,22627,G4,,,UNK,,8/19/2021,JB
50951,57,22627,A5,,,LEFT,,8/19/2021,JB
50951,58,22627,A5,,TRUE,LEFT,,8/19/2021,JB
50951,59,22627,C5,,,LEFT,,8/19/2021,JB
50951,60,22627,G5,,,LEFT,,8/19/2021,JB
50951,61,22627,H5,,,LEFT,,8/19/2021,JB
50951,62,22627,A6,,,LEFT,,8/19/2021,JB
50951,63,22627,B6,,,LEFT,,8/19/2021,JB
50951,64,22627,C6,,,LEFT,,8/19/2021,JB
50951,65,22627,D6,,,LEFT,,8/19/2021,JB
50951,66,22627,E6,,,LEFT,,8/19/2021,JB
50951,67,22627,F6,,,LEFT,,8/19/2021,JB
50951,68,22627,G6,,,LEFT,,8/19/2021,JB
50951,69,2971,D2,,,LEFT,,8/19/2021,JB
50951,70,2971,E2,,,LEFT,,8/19/2021,JB
50951,71,2971,F2,,,LEFT,,8/19/2021,JB
50951,72,2971,G2,,,LEFT,,8/19/2021,JB
50951,73,2971,H2,,,LEFT,,8/19/2021,JB
50951,74,2971,D3,,,LEFT,,8/19/2021,JB
50951,75,2971,E3,,,LEFT,,8/19/2021,JB
50951,76,2971,E3,,,UNK,,8/19/2021,JB
50951,77,2971,F3,,,LEFT,,8/19/2021,JB
50951,78,2971,G3,,,LEFT,,8/19/2021,JB
50951,79,2971,H3,,,LEFT,,8/19/2021,JB
50951,80,2971,E4,,,LEFT,,8/19/2021,JB
50951,81,2971,F4,,,LEFT,,8/19/2021,JB
50951,82,2971,D5,,,LEFT,,8/19/2021,JB
50951,83,2971,E5,,,LEFT,,8/19/2021,JB
50951,84,2971,F5,,,LEFT,,8/19/2021,JB
50951,85,14579,A2,,,LEFT,,8/19/2021,JB
50951,86,14579,B2,,,LEFT,,8/19/2021,JB
50951,87,14579,C2,,,LEFT,,8/19/2021,JB
50951,88,14579,D2,,,LEFT,,8/19/2021,JB
