SillySource,oto_tray_and_well,96_oto_tray_barcode,96_oto_tray_position,48_DWP_tray_barcode,48_DWP_tray_position,box_number,oto_broken,oto_side,comment,Date,Initials,silly_code,stream,sample_year,sample_date,otolith_info,pass_QA,genotype_match_assigned,logic_match_assigned,non_GOD_assignment,otolith_moved,heart_fish_id,heart_position
PGOD21_9992,51100_17,51100,17,14628,H4,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR16_2923,H4
PGOD21_9993,51100_18,51100,18,14628,B5,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_9994,51100_19,51100,19,14628,C5,NA,TRUE,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_9995,51100_20,51100,20,14628,D5,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR16_2926,C5
PGOD21_9996,51100_21,51100,21,14628,D5,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR16_2927,D5
PGOD21_9997,51100_22,51100,22,14628,E5,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_9998,51100_23,51100,23,14628,E5,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_9999,51100_24,51100,24,14628,F5,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10000,51100_25,51100,25,14628,F5,NA,TRUE,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10001,51100_26,51100,26,14628,G5,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR16_2930,G5
PGOD21_10002,51100_27,51100,27,14628,H5,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10003,51100_28,51100,28,14417,B2,NA,NA,left,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,FALSE,TRUE,FALSE,FALSE,PERB16_490,B2
PGOD21_10004,51100_29,51100,29,14417,C2,NA,NA,left,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PERB16_499,C3
PGOD21_10005,51100_30,51100,30,14417,D2,NA,NA,left,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,FALSE,FALSE,TRUE,FALSE,TRUE,PERB16_500,D3
PGOD21_10006,51100_31,51100,31,14417,D2,NA,NA,left,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PERB16_491,C2
PGOD21_10007,51100_32,51100,32,14417,D2,NA,NA,left,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PERB16_501,E3
PGOD21_10008,51100_33,51100,33,14417,E2,NA,NA,left,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PERB16_493,E2
PGOD21_10009,51100_34,51100,34,14417,E2,NA,NA,left,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PERB16_494,F2
PGOD21_10010,51100_35,51100,35,14417,E2,NA,TRUE,left,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,FALSE,TRUE,FALSE,TRUE,PERB16_502,F3
PGOD21_10011,51100_36,51100,36,14417,E2,NA,NA,unk,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PERB16_492,D2
PGOD21_10012,51100_37,51100,37,14417,G2,NA,NA,left,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,FALSE,FALSE,TRUE,FALSE,TRUE,PERB16_510,F4
PGOD21_10013,51100_38,51100,38,14417,B3,NA,NA,unk,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,FALSE,FALSE,TRUE,FALSE,TRUE,PERB16_518,F5
PGOD21_10014,51100_39,51100,39,14417,B3,NA,NA,unk,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PERB16_498,B3
PGOD21_10015,51100_40,51100,40,14417,C3,NA,NA,unk,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PERB16_507,C4
PGOD21_10016,51100_41,51100,41,14417,E3,NA,TRUE,left,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,FALSE,TRUE,FALSE,TRUE,PERB16_495,G2
PGOD21_10017,51100_42,51100,42,14417,F3,NA,NA,unk,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,FALSE,TRUE,FALSE,TRUE,PERB16_503,G3
PGOD21_10018,51100_43,51100,43,14417,G3,NA,NA,left,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,FALSE,TRUE,FALSE,TRUE,PERB16_519,G5
PGOD21_10019,51100_44,51100,44,14417,G3,NA,TRUE,left,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10020,51100_45,51100,45,14417,B4,NA,NA,left,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10021,51100_46,51100,46,14417,B4,NA,NA,unk,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PERB16_506,B4
PGOD21_10022,51100_47,51100,47,14417,D4,NA,NA,left,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PERB16_517,E5
PGOD21_10023,51100_48,51100,48,14417,E4,NA,TRUE,left,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10024,51100_49,51100,49,14417,F4,NA,NA,left,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PERB16_509,E4
PGOD21_10025,51100_50,51100,50,14417,G4,NA,NA,left,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PERB16_511,G4
PGOD21_10026,51100_51,51100,51,14417,G4,NA,TRUE,left,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PERB16_508,D4
PGOD21_10027,51100_52,51100,52,14417,B5,NA,NA,left,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PERB16_514,B5
PGOD21_10028,51100_53,51100,53,14417,C5,NA,NA,left,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PERB16_515,C5
PGOD21_10029,51100_54,51100,54,14417,D5,NA,NA,left,NA,9/23/2021,JB,PERB16,Erb Creek,2016,2016-08-28,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PERB16_516,D5
PGOD21_10030,51100_55,51100,55,14626,G5,NA,NA,left,L and R otos in 48 dwp possibly don’t match,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10031,51100_56,51100,56,14626,B2,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR16_2797,B2
PGOD21_10032,51100_57,51100,57,14626,C2,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10033,51100_58,51100,58,14626,D2,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR16_2799,D2
PGOD21_10034,51100_59,51100,59,14626,E2,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR16_2800,E2
PGOD21_10035,51100_60,51100,60,14626,F2,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10036,51100_61,51100,61,14626,A3,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10037,51100_62,51100,62,14626,A3,NA,TRUE,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR16_2812,A4
PGOD21_10038,51100_63,51100,63,14626,B3,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10039,51100_64,51100,64,14626,F3,NA,NA,left,L and R otos in 48 dwp possibly don’t match,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10040,51100_65,51100,65,14626,A4,NA,NA,unk,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10041,51100_66,51100,66,14626,B4,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10042,51100_67,51100,67,14626,B4,NA,NA,unk,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR16_2813,B4
PGOD21_10043,51100_68,51100,68,14626,C4,NA,NA,unk,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR16_2814,C4
PGOD21_10044,51100_69,51100,69,14626,C4,NA,NA,unk,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10045,51100_70,51100,70,14626,D4,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10046,51100_71,51100,71,14626,E4,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10047,51100_72,51100,72,14626,E4,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR16_2816,E4
PGOD21_10048,51100_73,51100,73,14626,E4,NA,TRUE,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10049,51100_74,51100,74,14626,F4,NA,TRUE,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10050,51100_75,51100,75,14626,A5,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR16_2820,A5
PGOD21_10051,51100_76,51100,76,14626,B5,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10052,51100_77,51100,77,14626,C5,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10053,51100_78,51100,78,14626,D5,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR16_2823,D5
PGOD21_10054,51100_79,51100,79,14626,E5,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10055,51100_80,51100,80,14626,F5,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-01,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR16_2825,F5
PGOD21_10056,51100_81,51100,81,14661,C2,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-03,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10057,51100_82,51100,82,14661,D2,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-03,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10058,51100_83,51100,83,14661,F2,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-03,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10059,51100_84,51100,84,14661,G2,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-03,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR16_2346,G2
PGOD21_10060,51100_85,51100,85,14661,H2,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-03,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR16_2347,H2
PGOD21_10061,51100_86,51100,86,14661,C3,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-03,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR16_2350,C3
PGOD21_10062,51100_87,51100,87,14661,D3,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-03,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR16_2367,D5
PGOD21_10063,51100_88,51100,88,14661,D3,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-03,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10064,51100_89,51100,89,14661,D3,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-03,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR16_2353,F3
PGOD21_10065,51100_90,51100,90,14661,E3,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-03,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR16_2344,E2
PGOD21_10066,51100_91,51100,91,14661,E3,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-03,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10067,51100_92,51100,92,14661,H3,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-03,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10068,51100_93,51100,93,14661,H3,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-03,DWP+Position,TRUE,TRUE,FALSE,FALSE,TRUE,PGILMOUR16_2354,G3
PGOD21_10069,51100_94,51100,94,14661,A4,NA,NA,left,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-03,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10070,51100_95,51100,95,14661,B4,NA,NA,unk,NA,9/23/2021,JB,PGILMOUR16,Gilmour Creek,2016,2016-09-03,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10071,51109_1,51109,1,2784,D5,NA,NA,unk,NA,9/30/2021,JWC,PGILMOUR15,Gilmour Creek,2015,2015-09-07,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10072,51109_2,51109,2,2199,F4,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-29,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10073,51109_3,51109,3,2199,G4,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-29,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10074,51109_4,51109,4,2199,F5,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-29,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10075,51109_5,51109,5,2167,E3,NA,TRUE,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-26,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_1546,E3
PGOD21_10076,51109_6,51109,6,2167,F3,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-26,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10077,51109_7,51109,7,2167,D4,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-26,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10078,51109_8,51109,8,2167,F4,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-26,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_1555,F4
PGOD21_10079,51109_9,51109,9,2167,D5,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-26,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10080,51109_10,51109,10,2167,E5,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-26,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10081,51109_11,51109,11,2167,E5,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-26,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_1562,E5
PGOD21_10082,51109_12,51109,12,2167,F5,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-26,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_1563,F5
PGOD21_10083,51109_13,51109,13,2196,B3,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-29,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10084,51109_14,51109,14,2196,B3,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-29,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10085,51109_15,51109,15,2196,C3,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-29,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10086,51109_16,51109,16,2196,D3,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-29,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10087,51109_17,51109,17,2196,B4,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-29,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10088,51109_18,51109,18,2196,D4,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-29,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10089,51109_19,51109,19,2196,B5,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-29,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10090,51109_20,51109,20,2196,C5,NA,TRUE,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-29,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10091,51109_21,51109,21,2196,D5,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-29,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10092,51109_22,51109,22,2189,E2,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-28,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_1689,E2
PGOD21_10093,51109_23,51109,23,2189,F2,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-28,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10094,51109_24,51109,24,2189,H2,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-28,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10095,51109_25,51109,25,2189,E3,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-28,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_1697,E3
PGOD21_10096,51109_26,51109,26,2189,F3,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-28,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10097,51109_27,51109,27,2189,G3,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-28,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10098,51109_28,51109,28,2189,H3,NA,NA,unk,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-28,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10099,51109_29,51109,29,2189,B4,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-28,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10100,51109_30,51109,30,2189,C4,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-28,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10101,51109_31,51109,31,2189,D4,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-28,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10102,51109_32,51109,32,2189,F4,NA,NA,unk,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-28,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10103,51109_33,51109,33,2189,G4,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-28,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_1707,G4
PGOD21_10104,51109_34,51109,34,2189,H4,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-28,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10105,51109_35,51109,35,2189,B5,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-28,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR15_1710,B5
PGOD21_10106,51109_36,51109,36,2189,C5,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-28,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10107,51109_37,51109,37,2189,D5,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-28,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10108,51109_38,51109,38,2189,E5,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-28,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10109,51109_39,51109,39,2189,E5,NA,TRUE,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-28,DWP+Position,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10110,51109_40,51109,40,2189,F5,NA,NA,left,NA,10/6/2021,JB,PGILMOUR15,Gilmour Creek,2015,2015-08-28,DWP+Position,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
PGOD21_10111,51109_41,51109,41,22630,A2,NA,NA,left,NA,10/6/2021,JB,PGILMOUR17,Gilmour Creek,2017,2017-09-06,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_3004,A2
PGOD21_10112,51109_42,51109,42,22630,B2,NA,NA,left,NA,10/6/2021,JB,PGILMOUR17,Gilmour Creek,2017,2017-09-06,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_3005,B2
PGOD21_10113,51109_43,51109,43,22630,C2,NA,NA,left,NA,10/6/2021,JB,PGILMOUR17,Gilmour Creek,2017,2017-09-06,DWP+Position,TRUE,TRUE,FALSE,FALSE,FALSE,PGILMOUR17_3006,C2
